Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Assign to team),Custom field (Backlog Weight),Custom field (Business Value),Custom field (Due Date),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Flagged),Custom field (Funding Source),Custom field (Impact),Custom field (Pre-Condition),Custom field (Previous Names),Custom field (Product Line(s)),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Requirements),Custom field (SimV Story Points Deprecated),Sprint,Sprint,Sprint,Sprint,Custom field (Story Points),Custom field (T-Shirt),Custom field (Zephyr Teststep),Comment,Comment,Comment,Comment,Comment
Notify what other roadmaps will be affected when moving a roadmap's milestones,MMP-1031,43439,,Improvement,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,10/27/2020 11:40,10/27/2020 11:45,6/1/2021 9:14,,,,,0,,,"When user's move milestone dates from a Program of Record or Development Effort on a roadmap, if that Program of Record or Dev Effort is on another Roadmap, that roadmap will also be affected. On the whole, this is a good thing because it allows them to manage schedule for programs or dev efforts that have far reaching impacts. However, a user may accidentally make a change that will have more impacts than they're aware of, without realizing it. This has become even more likely to happen with the ""Clone"" feature, which users may try to use as a ""What-if"" and accidentally modify the original (even with all the special instructions we included around this case).

It would be helpful to give some sort of indication about the number of roadmaps that have been (or will be) affected by a change so that a user will have a clear understanding of the implications of the change.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzznqk:,9.22337E+18,,,,,,,,,,"27/Oct/20 11:45 AM;MattChild;This may be a good candidate for ""general updates and improvements to a roadmap"" requirement line item.",,,,
Multiple vertical scrollbars are hard to use,MMP-1028,43414,,Improvement,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,10/26/2020 9:29,10/26/2020 9:31,6/1/2021 9:14,,,,,0,,,"On some pages (like User Management), on a standard laptop monitor there can be a scrollbar for both the main content area and a table, which creates a double scroll bar effect for not much content. This can make scrolling tricky and you can't use the scroll wheel very well.",,,,,,,,,,,,,,,26/Oct/20 9:31 AM;MattChild;multiple vertical scrollbars are hard to use.png;https://jira.dev.simventions.com/secure/attachment/20007/multiple+vertical+scrollbars+are+hard+to+use.png,,,,,,,,,,,,,,,,,,2|hzznqf:qzz,9.22337E+18,,,,,,,,,,,,,,
Program of Record Details: Existing programs show HTML markup in description,MMP-1025,43410,,Pre-Release Bug,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,MattChild,MattChild,10/23/2020 12:26,10/26/2020 9:09,6/1/2021 9:14,,,,,0,,,"When navigating to an existing Program of Record's details page, the description field shows HTML markup. New programs of record do not.

This does not affect Development Efforts, or Roadmaps, as they were not ported to react.

Notes:
- We believe this is related to the removal of Redactor for text editing.",,,,,,,,,,,,,,,,,,,,,,,,,,,Impediment,,,,,,2|hzznqf:cc,9.22337E+18,,,,,,,,,,23/Oct/20 1:14 PM;MattChild;We can potentially do this as a SQL script to strip the HTML markup,,,,
Program of Record Details no longer warns about unsaved changes,MMP-1010,43377,,Pre-Release Bug,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,DavidTuell,DavidTuell,10/22/2020 15:07,10/23/2020 13:31,6/1/2021 9:14,,,,,0,,,The behavior of warning the users about unsaved changes has stopped happening on the Program of Record details page.,,,,,,,,,,,,,,,,,,"- If unsaved changes are detected when the user attempts to navigate to a new page (or use browser navigation buttons/refresh), the user should be prompted for a standard Leave/Cancel dialog, similar to the other pages.",,,,,,,,,Impediment,,,,,,2|hzznqf:qzp,9.22337E+18,,,,,,,,,,,,,,
Cloning the same item twice allows violation of the unique name constraint,MMP-1006,43373,,Pre-Release Bug,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,10/22/2020 14:46,10/23/2020 13:30,6/1/2021 9:14,,,,,0,,,"If the user clones an item, and the default copy name of <Object Name> Copy already exists, another record is created with that name, violating the unique name constraint that is in place for standard creation.

NOTE: The acceptance criteria uses a Copy (1)...(2)... etc. scheme, similar to browser downloads and multiple file rename in Windows, so it's a standard scheme that our users should be accustomed to.",,,,,,,,,,,,,,,,,,"- If the default clone name is unavailable when the user requests to clone an object, attempt to use <Object Name> Copy (1) instead, then (2)...(3)...etc.",,,,,,,,,Impediment,,,,,,2|hzznqf:qzii,9.22337E+18,,,,,,,,,,"22/Oct/20 4:45 PM;ScottSummerford;This may be difficult to do, as the current foundation for cloning objects relies on using the InformedbAPI. I thought that it had precautions for handling this, but evidently not.",,,,
Locking a user still allows them to navigate around the website,MMP-1027,43412,,Pre-Release Bug,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,10/23/2020 12:57,10/23/2020 13:09,6/1/2021 9:14,,,,,0,,,"If a user is actively logged in and their account is locked, they can still navigate around the website. They won't see any data and can't appear to do any actions that call back to the server.",,,,,,,,,,,,,,,,,,,,,,,,,,,Impediment,,,,,,2|hzznqf:qzy,9.22337E+18,,,,,,,,,,,,,,
"User Management: If user's active dataset is removed, they login in an abnormal state",MMP-1021,43400,,Pre-Release Bug,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,10/23/2020 10:27,10/23/2020 10:30,6/1/2021 9:14,,,,,0,,,"If the dataset that the user last viewed is removed, when they log back in they will not see any data but the user management menu will still be ""on"" the dataset they were removed from.

Notes:
- Users cannot see data in the datasets they are removed from
- Users can get themselves out of the state by switching to another dataset.",,,,,,,,,,,,,,,,,,,,,,,,,,,Impediment,,,,,,2|hzznqf:qzk,9.22337E+18,,,,,,,,,,,,,,
Fix internal certificate error for Chrome,MMP-988,43344,,Task,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,10/21/2020 14:54,10/21/2020 14:56,6/1/2021 9:14,,,,,0,,,"When you first connect to mmp-web-v2, you get an SSL certificate error related to COMMON_NAME_INVALID. This appears to be related to the way the certificate requests are generated; they need to include subject alternative names (SAN) and are not:

https://serverfault.com/questions/880804/can-not-get-rid-of-neterr-cert-common-name-invalid-error-in-chrome-with-self

Existing certificates were generated with IIS; Tram and Eric recommend using openssl.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzznqf:r,9.22337E+18,,,,,,,,,,,,,,
Save prompt shows even if you have already saved,MMP-937,42634,,Bug,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,9/3/2020 9:06,9/30/2020 9:54,6/1/2021 9:14,,,,,0,,,"Reporter: Brad

Original report:
After updating FUNDING on a Dev Effort... and everything saves... and i click off of the Dev Effort it gives me a ""Leave Site?""  message... saying changes you made may not be saved.  Even though everything has already been saved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzznr0:,9.22337E+18,,,,,,,,,,30/Sep/20 9:54 AM;MattChild;Confirmed this is existing behavior. May be an easy / quick win to fix once the page has been reactified.,,,,
Port roadmaps page to react,MMP-946,42799,,Task,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,9/17/2020 9:57,9/17/2020 9:58,6/1/2021 9:14,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzznqf:s,9.22337E+18,,,,,,,,,,,,,,
Port development efforts page to react,MMP-947,42800,,Task,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,9/17/2020 9:57,9/17/2020 9:58,6/1/2021 9:14,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzznqf:u,9.22337E+18,,,,,,,,,,,,,,
Adding filters on other columns,MMP-929,42388,,New Feature,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,8/12/2020 14:02,8/12/2020 14:03,6/1/2021 9:14,,,,,0,,,"Add filters that are based on columns that weren't shown in the initial implementation of filtering in MMP-928.

- Investigate adding columns to the table so you can see the results. Be mindful of possible scope expansion on MMP-923.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzznsv:,9.22337E+18,,,,,,,,,,,,,,
Verify database backups restore and work properly for 2.1,MMP-921,42045,,Task,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,7/2/2020 10:10,8/6/2020 21:07,6/1/2021 9:14,,,,,0,,,"- Restore and do an upgrade
- Verify that everything works
- Make sure the database backups for the docker sql container are pointing to a ""good"" version

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzznt3:,9.22337E+18,,,,,,,,,,"06/Aug/20 9:07 PM;ScottSummerford;I believe we had a discussion on what this meant in the middle of July, and with the site functioning with automatic / manual backups + restores up to this point, it can be marked as closed.",,,,
Word Document Attribute Template,MMP-916,41635,,Task,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,BradNeal,BradNeal,5/19/2020 9:15,5/19/2020 9:27,6/1/2021 9:14,,,,,0,,,"Roy wants to be able to have a Roy Document Template... along with an ATI Template, etc.  So they don't have to keep adding/removing attributes every time they make a document..  tweaking adding removing ordering attributes each time they use it, seems crazy... so a template is in need.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzznu7:,9.22337E+18,,,,,,,,,,,,,,
Upload and save a specific unique PPT template,MMP-918,41637,,Task,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,BradNeal,BradNeal,5/19/2020 9:17,5/19/2020 9:20,6/1/2021 9:14,,,,,0,,,Be able to upload and save a specific unique PPT template he creates and have it added to the list of existing PPT templates already in the tool.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzznun:,9.22337E+18,,,,,,,,,,,,,,
word report 'book' template,MMP-919,41638,,Task,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,BradNeal,BradNeal,5/19/2020 9:18,5/19/2020 9:18,6/1/2021 9:14,,,,,0,,,"Have a word report 'book' template... he wants to be able to peice stuff together, like a POR info, the Dev efforts, then roadmaps... 
All of these are currently unfunded and the funding for the first increment of funds is only mainenance, so any of these are long shots.  But i wanted to type them out and save them somewhere.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzznuv:,9.22337E+18,,,,,,,,,,,,,,
Page Breaks between each Object / Dev Effort,MMP-917,41636,,Task,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,BradNeal,BradNeal,5/19/2020 9:15,5/19/2020 9:18,6/1/2021 9:14,,,,,0,,,Page Breaks between each Object / Dev Effort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzznuf:,9.22337E+18,,,,,,,,,,,,,,
Remove unused attributes in the UI,MMP-892,41451,,Task,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,4/24/2020 16:33,5/13/2020 10:35,6/1/2021 9:14,,,,,0,,,"As part of this story, attempt to combine the smaller update scripts with the script needed for the following changes:

 

Find what attributes are used in:
 - Development Efforts
 - Roadmaps
 - Program of Record

List which attributes should be deleted because they aren't used.

The list of field renames can be used to show what is in the UI (with some interpretation):

[https://teams.microsoft.com/l/file/F638BFEF-3F94-4A23-A32E-4977523C8ABE?tenantId=058e2b9f-5583-4576-b1ef-ebad38b1d016&fileType=xlsx&objectUrl=https%3A%2F%2Fsimventionsinc622.sharepoint.com%2Fsites%2FMMP%2FShared%20Documents%2FGeneral%2FMMP%202.0%20to%202.1%20Informedb%20Field%20Renames.xlsx&baseUrl=https%3A%2F%2Fsimventionsinc622.sharepoint.com%2Fsites%2FMMP&serviceName=teams&threadId=19:be9f42deca9140449d6cc2fcd5e90524@thread.skype&groupId=5313d24e-655f-45ec-85c2-0e77e934caf7]

Post the list of unused attributes in teams and tag Brad to review.",,,,,,,,,,,,,,,27/Apr/20 3:58 PM;ScottSummerford;Unused_DevEfforts_Attributes.txt;https://jira.dev.simventions.com/secure/attachment/18943/Unused_DevEfforts_Attributes.txt,,,,,,,,,,,,,,,,,,2|hzzssn:,9.22337E+18,,,,,,,,,,,,,,
Roadmaps generate word report fails to generate for all,MMP-907,41557,,Bug,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,5/11/2020 16:54,5/12/2020 12:35,6/1/2021 9:14,,,,,0,,,"On the roadmaps page, if you leave the selection blank and try to generate all (and include the Roadmap Image field), the resulting word document generates but will not open.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzzxnj:,9.22337E+18,,,,,,,,,,"12/May/20 12:10 PM;ScottSummerford;Ignore the lengthy writeup I made.

I'm a super sleuth and the generation breaks if the image is too wide. Looks like it's an INFORMEDB issue. 
 - Scott S

 

more specifically it explodes after 10 FY intervals",,,,
"""Select All"" does not work for Reports on the Roadmaps page",MMP-906,41556,,Bug,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,ScottSummerford,ScottSummerford,5/11/2020 16:52,5/11/2020 16:53,6/1/2021 9:14,,,,,0,,,"By not selecting anything, you can ""select all"" by default for reports generation.

However, you can also hit the ""select all"" checkbox on top of the page to do the same.

But this doesn't work for Roadmaps, as they don't load the whole table to save getting each image for the roadmap. That means ""select all"" only selects everything visible on the page.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzzxnb:,9.22337E+18,,,,,,,,,,,,,,
"Reports have a console error about react ""key"" prop",MMP-905,41555,,Task,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,5/11/2020 16:29,5/11/2020 16:31,6/1/2021 9:14,,,,,0,,,"It happens on some of the report modals (no exact cause or source identified). Have the Developer Tools up before clicking on any of the reports. (See attached picture).

Scott's notes:
- you have to give unique keys to every row of a table or it whines
- iirc the fabric components dont give it by default and itll spit that out when running locally",,,,,,,,,,,,,,,11/May/20 4:29 PM;MattChild;Some report console error.png;https://jira.dev.simventions.com/secure/attachment/18994/Some+report+console+error.png,,,,,,,,,,,,,,,,,,2|hzzxn3:,9.22337E+18,,,,,,,,,,,,,,
Users that don't submit an access request can't be approved,MMP-904,41554,,Bug,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,5/11/2020 15:30,5/11/2020 15:32,6/1/2021 9:14,,,,,0,,,"If a user attempts to request access to the site and does not actually submit their access request, the user account still appears in the system but they are in limbo. They can't be approved, and they can't resubmit their access request.

Workaround: An administrator can delete their account and that will allow them to resubmit the request.

Affects: Version 2.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzzxmv:,9.22337E+18,,,,,,,,,,,,,,
Figure out why SimV can't connect to the site mmp.navseadn.navy.mil,MMP-887,41440,,Task,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,MattChild,MattChild,4/23/2020 15:21,5/1/2020 15:47,6/1/2021 9:14,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzznv3:,9.22337E+18,,,,,,,,,,"01/May/20 3:47 PM;MattChild;5.1.2020 message from Ricky:

Matt,

Just dropped off the web.config and SMTP settings for MMP at DOD Safe.

Also, our admins said that the DNS issue we are experiencing with MMP is also effecting all our Windows-based servers; not just MMP.

They are still trying to isolate the cause and will let me know when they have it pinned down.

Until then, VPN it is.

I’ll keep you guys informed.

Ricky
",,,,
Live: Diagnose why John Phillips can't see the MMP site,MMP-890,41447,,Task,New,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MattChild,MattChild,MattChild,4/24/2020 11:37,4/28/2020 15:53,6/1/2021 9:14,,,,,0,,,"John Phillips (a new MMP user) sent this email to ricky:

{quote}Ricky,

It might be an issue with my laptop configuration, but I could not access the site.  It just shows a blank MARCORSYSCOM logo after I put my CAC PIN in.

Any suggestions?{quote}

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzznvb:,9.22337E+18,,,,,,,,,,,,,,
